iter	Passed	Remaining
760	3101	973
761	3103	969
762	3106	965
763	3109	960
764	3112	956
765	3115	951
766	3118	947
767	3121	942
768	3124	938
769	3127	934
770	3129	929
771	3132	925
772	3135	920
773	3138	916
774	3141	912
775	3144	907
776	3147	903
777	3150	898
778	3152	894
779	3155	890
780	3158	885
781	3161	881
782	3164	876
783	3167	872
784	3170	868
785	3173	863
786	3176	859
787	3178	855
788	3181	850
789	3184	846
790	3187	842
791	3190	837
792	3193	833
793	3196	829
794	3198	824
795	3201	820
796	3204	816
797	3207	811
798	3210	807
799	3213	803
800	3216	798
801	3218	794
802	3221	790
803	3233	788
804	3236	784
805	3248	781
806	3251	777
807	3254	773
808	3257	769
809	3260	764
810	3263	760
811	3279	759
812	3282	754
813	3285	750
814	3287	746
815	3290	742
816	3293	737
817	3296	733
818	3299	729
819	3302	724
820	3305	720
821	3307	716
822	3310	712
823	3313	707
824	3316	703
825	3332	702
826	3335	697
827	3339	693
828	3341	689
829	3344	685
830	3347	680
831	3350	676
832	3353	672
833	3356	668
834	3373	666
835	3376	662
836	3379	658
837	3382	653
838	3385	649
839	3387	645
840	3390	641
841	3393	636
842	3396	632
843	3399	628
844	3402	624
845	3411	621
846	3414	616
847	3427	614
848	3430	610
849	3448	608
850	3450	604
851	3454	599
852	3456	595
853	3459	591
854	3462	587
855	3465	583
856	3468	578
857	3471	574
858	3474	570
859	3477	566
860	3493	563
861	3496	559
862	3499	555
863	3501	551
864	3504	546
865	3523	545
866	3526	541
867	3529	536
868	3532	532
869	3535	528
870	3538	524
871	3541	519
872	3544	515
873	3553	512
874	3556	508
875	3558	503
876	3561	499
877	3564	495
878	3584	493
879	3587	489
880	3589	484
881	3592	480
882	3595	476
883	3598	472
884	3600	467
885	3603	463
886	3621	461
887	3624	457
888	3642	454
889	3644	450
890	3647	446
891	3650	442
892	3653	437
893	3656	433
894	3659	429
895	3662	425
896	3666	420
897	3669	416
898	3672	412
899	3675	408
900	3678	404
901	3680	399
902	3683	395
903	3686	391
904	3689	387
905	3692	383
906	3695	378
907	3697	374
908	3700	370
909	3703	366
910	3706	362
911	3709	357
912	3712	353
913	3715	349
914	3717	345
915	3736	342
916	3739	338
917	3742	334
918	3745	330
919	3748	325
920	3751	321
921	3754	317
922	3756	313
923	3759	309
924	3762	305
925	3765	300
926	3768	296
927	3771	292
928	3774	288
929	3776	284
930	3779	280
931	3783	276
932	3786	271
933	3789	267
934	3792	263
935	3794	259
936	3797	255
937	3800	251
938	3803	247
939	3806	242
940	3809	238
941	3812	234
942	3841	232
943	3844	228
944	3847	223
945	3850	219
